customer_id,company_name,business_sector,company_scale,establishment_year,region,employee_count,registration_date,current_status,segment
SME-2024-00097,Toko Sumber Sejahtera Sentosa,Kesehatan,Mikro,2020,Medan,1,2020-12-29,Aktif,Pelanggan Tetap
SME-2024-00098,UD Mandiri Lestari Abadi,Pendidikan & Training,Mikro,2013,Bandar Lampung,3,2020-03-18,Aktif,Pelanggan Tetap
SME-2024-00099,PT Jaya Sinergi Sentosa,Perdagangan Eceran,Menengah,2018,Medan,98,2024-06-27,Aktif,Pelanggan Tetap
SME-2024-00100,CV Bintang Pratama Sentosa,Manufaktur,Kecil,2019,Surabaya,8,2021-11-22,Aktif,Pelanggan Tetap
SME-2024-00101,CV Bintang Konektifitas Jaya,Teknologi Informasi,Kecil,2019,Semarang,20,2023-03-25,Aktif,Pelanggan Tetap
SME-2024-00102,UD Surya Makmur Jaya,Konstruksi,Mikro,2015,Semarang,2,2023-02-17,Aktif,Pelanggan Tetap
SME-2024-00103,UD Permata Sakti Abadi,Manufaktur,Kecil,2013,Malang,19,2024-02-21,Aktif,Pelanggan Tetap
SME-2024-00104,Toko Duta Lestari,Teknologi Informasi,Kecil,2012,Batam,19,2020-07-22,Aktif,Pelanggan Tetap
SME-2024-00105,CV Mega Cemerlang Jaya,Pertanian & Agribisnis,Menengah,2011,Malang,54,2023-05-30,Aktif,Pelanggan Tetap
SME-2024-00106,CV Nusantara Cemerlang Jaya,Perdagangan Eceran,Menengah,2014,Malang,79,2024-04-12,Aktif,Pelanggan Tetap
SME-2024-00107,UD Garuda Digital Abadi,Kesehatan,Mikro,2023,Yogyakarta,1,2024-08-28,Aktif,Pelanggan Tetap
SME-2024-00108,CV Nusantara Indah Sentosa,Properti & Real Estate,Menengah,2012,Bandung,57,2020-06-21,Aktif,Pelanggan Tetap
SME-2024-00109,CV Citra Konektifitas,Teknologi Informasi,Kecil,2011,Batam,12,2022-10-09,Aktif,Pelanggan Tetap
SME-2024-00110,Toko Jaya Makmur,Transportasi & Logistik,Mikro,2012,Surabaya,4,2023-07-03,Aktif,Pelanggan Tetap
SME-2024-00111,CV Sentosa Sejahtera Lestari,Teknologi Informasi,Menengah,2015,Semarang,46,2021-01-03,Aktif,Pelanggan Tetap
SME-2024-00112,UD Bumi Pratama Mandiri,Jasa Keuangan,Kecil,2019,Medan,10,2022-08-26,Aktif,Pelanggan Tetap
SME-2024-00113,CV Sriwijaya Konektifitas Lestari,Jasa Keuangan,Menengah,2017,Tangerang,48,2021-07-02,Aktif,Pelanggan Tetap
SME-2024-00114,Toko Garuda Sinergi Pratama,Pertanian & Agribisnis,Mikro,2013,Tangerang,3,2022-11-05,Aktif,Pelanggan Tetap
SME-2024-00115,UD Bumi Sakti Sentosa,Jasa Keuangan,Kecil,2015,Makassar,11,2023-01-26,Aktif,Pelanggan Tetap
SME-2024-00116,UD Permata Sakti Sentosa,Konstruksi,Kecil,2011,Malang,5,2022-04-28,Aktif,Pelanggan Tetap
SME-2024-00117,Kios Bintang Sejahtera Pratama,Pertanian & Agribisnis,Mikro,2014,Makassar,5,2022-08-03,Aktif,Pelanggan Tetap
SME-2024-00118,Toko Karya Sinergi Lestari,Manufaktur,Kecil,2023,Jakarta,13,2021-05-28,Aktif,Pelanggan Tetap
SME-2024-00119,CV Abadi Digital Pratama,Transportasi & Logistik,Menengah,2015,Jakarta,76,2022-04-30,Aktif,Pelanggan Tetap
SME-2024-00120,Warung Nusantara Konektifitas Lestari,Perdagangan Eceran,Mikro,2018,Palembang,1,2021-05-15,Aktif,Pelanggan Tetap
SME-2024-00121,Toko Karya Makmur,Properti & Real Estate,Mikro,2013,Yogyakarta,2,2023-07-20,Aktif,Pelanggan Tetap
SME-2024-00122,CV Mitra Solusi Mandiri,Media & Kreatif,Menengah,2020,Palembang,70,2022-08-15,Aktif,Pelanggan Tetap
SME-2024-00123,Kios Jaya Persada Jaya,Properti & Real Estate,Mikro,2022,Palembang,3,2024-11-05,Aktif,Pelanggan Tetap
SME-2024-00124,CV Tirta Indah Jaya,Pertanian & Agribisnis,Kecil,2013,Bandung,5,2021-03-24,Aktif,Pelanggan Tetap
SME-2024-00125,Toko Nusantara Solusi,Perdagangan Eceran,Kecil,2010,Malang,17,2020-03-14,Aktif,Pelanggan Tetap
SME-2024-00126,Toko Tirta Optima Lestari,Pendidikan & Training,Kecil,2023,Makassar,12,2021-10-27,Aktif,Pelanggan Tetap
SME-2024-00127,Toko Bukit Teknologi Sentosa,Teknologi Informasi,Kecil,2021,Surabaya,6,2021-11-27,Aktif,Pelanggan Tetap
SME-2024-00128,CV Nusantara Indah Mandiri,Pendidikan & Training,Kecil,2019,Semarang,7,2020-12-17,Aktif,Pelanggan Tetap
SME-2024-00129,Toko Bukit Indah Lestari,Pertanian & Agribisnis,Kecil,2017,Jakarta,13,2022-09-27,Aktif,Pelanggan Tetap
SME-2024-00130,Warung Nusantara Konektifitas Lestari,Kuliner & F&B,Mikro,2012,Palembang,1,2022-01-28,Aktif,Pelanggan Tetap
SME-2024-00131,Toko Mega Digital Mandiri,Kuliner & F&B,Kecil,2013,Bandung,9,2020-11-05,Aktif,Pelanggan Tetap
SME-2024-00132,Warung Bumi Indah Jaya,Transportasi & Logistik,Mikro,2016,Bandung,3,2021-12-25,Aktif,Pelanggan Tetap
SME-2024-00133,UD Bukit Teknologi Jaya,Pendidikan & Training,Mikro,2014,Semarang,2,2020-10-13,Aktif,Pelanggan Tetap
SME-2024-00134,PT Bintang Andalan Lestari,Pendidikan & Training,Menengah,2014,Palembang,28,2022-06-18,Aktif,Pelanggan Tetap
SME-2024-00135,UD Bintang Solusi Abadi,Pertanian & Agribisnis,Kecil,2023,Surabaya,15,2023-04-16,Aktif,Pelanggan Tetap
SME-2024-00136,PT Tirta Digital Jaya,Teknologi Informasi,Menengah,2017,Bandung,44,2024-05-15,Aktif,Pelanggan Tetap
SME-2024-00137,Warung Mega Sejahtera Abadi,Perdagangan Eceran,Mikro,2019,Medan,5,2024-12-09,Aktif,Pelanggan Tetap
SME-2024-00138,UD Bukit Bahagia Pratama,Kesehatan,Kecil,2018,Makassar,6,2022-06-18,Aktif,Pelanggan Tetap
SME-2024-00139,UD Bintang Bahagia Sentosa,Properti & Real Estate,Kecil,2014,Medan,13,2024-12-11,Aktif,Pelanggan Tetap
SME-2024-00140,Toko Bintang Optima Jaya,Konstruksi,Mikro,2014,Bandar Lampung,2,2023-10-10,Aktif,Pelanggan Tetap
SME-2024-00141,CV Mega Teknologi Pratama,Manufaktur,Menengah,2015,Yogyakarta,84,2021-03-22,Aktif,Pelanggan Tetap
SME-2024-00142,Toko Surya Sakti Mandiri,Jasa Keuangan,Mikro,2013,Surabaya,3,2021-11-27,Aktif,Pelanggan Tetap
SME-2024-00143,Toko Duta Pratama Jaya,Pendidikan & Training,Mikro,2019,Medan,4,2020-09-18,Aktif,Pelanggan Tetap
SME-2024-00144,UD Permata Cemerlang Abadi,Jasa Keuangan,Mikro,2018,Makassar,2,2024-08-06,Aktif,Pelanggan Tetap
SME-2024-00145,UD Citra Cemerlang Abadi,Properti & Real Estate,Mikro,2018,Bandar Lampung,3,2022-02-09,Aktif,Pelanggan Tetap
SME-2024-00146,CV Garuda Lestari Abadi,Kesehatan,Menengah,2021,Malang,63,2024-04-07,Aktif,Pelanggan Tetap
SME-2024-00147,PT Bumi Solusi,Teknologi Informasi,Menengah,2021,Tangerang,99,2021-05-06,Aktif,Pelanggan Tetap
SME-2024-00148,PT Abadi Data Sentosa,Kuliner & F&B,Menengah,2017,Yogyakarta,31,2020-09-29,Aktif,Pelanggan Tetap
SME-2024-00149,UD Duta Bahagia,Manufaktur,Mikro,2010,Batam,5,2020-01-16,Aktif,Pelanggan Tetap
SME-2024-00150,Toko Karya Sinergi Abadi,Transportasi & Logistik,Kecil,2020,Yogyakarta,17,2023-01-11,Aktif,Pelanggan Tetap
SME-2024-00151,Toko Bukit Bahagia,Jasa Keuangan,Kecil,2010,Palembang,19,2020-10-10,Aktif,Pelanggan Tetap
SME-2024-00152,CV Mitra Makmur Lestari,Pertanian & Agribisnis,Kecil,2020,Malang,14,2022-06-16,Aktif,Pelanggan Tetap
SME-2024-00153,Toko Tirta Sejahtera Lestari,Pertanian & Agribisnis,Kecil,2015,Palembang,17,2022-07-01,Aktif,Pelanggan Tetap
SME-2024-00154,UD Mitra Makmur Abadi,Manufaktur,Kecil,2011,Malang,15,2023-11-20,Aktif,Pelanggan Tetap
SME-2024-00155,PT Sentosa Digital Pratama,Media & Kreatif,Menengah,2022,Surabaya,81,2022-05-25,Aktif,Pelanggan Tetap
SME-2024-00156,Toko Bumi Indah Pratama,Properti & Real Estate,Kecil,2014,Bandar Lampung,18,2023-06-10,Aktif,Pelanggan Tetap
SME-2024-00157,Kios Bukit Pratama Jaya,Kuliner & F&B,Mikro,2010,Bandung,1,2022-06-03,Aktif,Pelanggan Tetap
SME-2024-00158,Kios Bintang Pratama Lestari,Properti & Real Estate,Mikro,2014,Bandar Lampung,4,2022-06-13,Aktif,Pelanggan Tetap
SME-2024-00159,Toko Permata Teknologi Jaya,Kuliner & F&B,Kecil,2016,Bandar Lampung,8,2023-06-23,Aktif,Pelanggan Tetap
SME-2024-00160,Warung Garuda Optima Sentosa,Jasa Keuangan,Mikro,2019,Tangerang,2,2021-12-03,Aktif,Pelanggan Tetap
SME-2024-00161,UD Berkah Lestari Lestari,Properti & Real Estate,Kecil,2014,Jakarta,19,2024-11-14,Aktif,Pelanggan Tetap
SME-2024-00162,Kios Tirta Bahagia Mandiri,Properti & Real Estate,Mikro,2011,Surabaya,1,2022-09-10,Aktif,Pelanggan Tetap
SME-2024-00163,UD Duta Utama Pratama,Pendidikan & Training,Mikro,2023,Medan,2,2021-03-28,Aktif,Pelanggan Tetap
SME-2024-00164,Toko Karya Makmur Jaya,Kuliner & F&B,Kecil,2011,Surabaya,14,2021-04-22,Aktif,Pelanggan Tetap
SME-2024-00165,PT Surya Teknologi Pratama,Kuliner & F&B,Menengah,2015,Batam,24,2024-02-14,Aktif,Pelanggan Tetap
SME-2024-00166,UD Sumber Optima Pratama,Media & Kreatif,Mikro,2014,Medan,1,2022-05-10,Aktif,Pelanggan Tetap
SME-2024-00167,Warung Nusantara Teknologi Mandiri,Pendidikan & Training,Mikro,2022,Denpasar,1,2020-03-01,Aktif,Pelanggan Tetap
SME-2024-00168,CV Citra Data Jaya,Pendidikan & Training,Menengah,2022,Bandar Lampung,64,2024-01-10,Aktif,Pelanggan Tetap
SME-2024-00169,Toko Jaya Indah Lestari,Manufaktur,Kecil,2020,Semarang,14,2023-06-30,Aktif,Pelanggan Tetap
SME-2024-00170,UD Surya Indah,Transportasi & Logistik,Kecil,2011,Denpasar,6,2024-01-17,Aktif,Pelanggan Tetap
SME-2024-00171,CV Permata Digital Mandiri,Pertanian & Agribisnis,Menengah,2010,Palembang,36,2021-07-30,Aktif,Pelanggan Tetap
SME-2024-00172,Kios Permata Makmur Sentosa,Media & Kreatif,Mikro,2012,Malang,2,2023-11-20,Aktif,Pelanggan Tetap
SME-2024-00173,Toko Abadi Sejahtera Pratama,Media & Kreatif,Kecil,2013,Malang,8,2021-07-21,Aktif,Pelanggan Tetap
SME-2024-00174,Toko Tirta Bahagia Sentosa,Teknologi Informasi,Mikro,2010,Malang,2,2024-12-16,Aktif,Pelanggan Tetap
SME-2024-00175,Toko Duta Mulia Pratama,Media & Kreatif,Mikro,2020,Bandung,4,2021-08-05,Aktif,Pelanggan Tetap
SME-2024-00176,PT Citra Lestari,Transportasi & Logistik,Menengah,2012,Tangerang,77,2023-10-06,Aktif,Pelanggan Tetap
SME-2024-00177,UD Mandiri Solusi Mandiri,Media & Kreatif,Mikro,2022,Bandung,5,2020-11-16,Aktif,Pelanggan Tetap
SME-2024-00178,Toko Mega Andalan Sentosa,Jasa Keuangan,Kecil,2020,Bandung,7,2020-09-27,Aktif,Pelanggan Tetap
SME-2024-00179,PT Duta Data Lestari,Pertanian & Agribisnis,Besar,2020,Bandar Lampung,361,2024-10-15,Aktif,Pelanggan Tetap
SME-2024-00180,PT Citra Lestari,Kesehatan,Menengah,2011,Surabaya,83,2021-10-08,Aktif,Pelanggan Tetap
SME-2024-00181,CV Duta Mulia Mandiri,Kuliner & F&B,Menengah,2017,Malang,65,2022-01-19,Aktif,Pelanggan Tetap
SME-2024-00182,Warung Mega Network Pratama,Kesehatan,Mikro,2016,Bandar Lampung,5,2023-12-17,Aktif,Pelanggan Tetap
SME-2024-00183,Kios Berkah Andalan Sentosa,Kesehatan,Mikro,2018,Bandar Lampung,1,2023-01-04,Aktif,Pelanggan Tetap
SME-2024-00184,CV Jaya Data Jaya,Jasa Keuangan,Kecil,2021,Semarang,10,2019-12-10,Aktif,Pelanggan Tetap
SME-2024-00185,Toko Permata Solusi Lestari,Kesehatan,Kecil,2011,Bandung,6,2021-05-04,Aktif,Pelanggan Tetap
SME-2024-00186,CV Citra Lestari Jaya,Perdagangan Eceran,Kecil,2017,Makassar,10,2022-11-20,Aktif,Pelanggan Tetap
SME-2024-00187,CV Mega Konektifitas Sentosa,Properti & Real Estate,Kecil,2015,Jakarta,8,2024-10-07,Aktif,Pelanggan Tetap
SME-2024-00188,Kios Citra Teknologi Jaya,Kuliner & F&B,Mikro,2010,Bandung,5,2020-03-05,Aktif,Pelanggan Tetap
SME-2024-00189,Toko Sentosa Teknologi Sentosa,Jasa Keuangan,Mikro,2016,Denpasar,2,2024-10-09,Aktif,Pelanggan Tetap
SME-2024-00190,PT Bintang Solusi Mandiri,Media & Kreatif,Menengah,2022,Denpasar,25,2023-04-13,Aktif,Pelanggan Tetap
SME-2024-00191,Toko Karya Network Pratama,Properti & Real Estate,Kecil,2017,Palembang,16,2020-04-29,Aktif,Pelanggan Tetap
SME-2024-00192,PT Sriwijaya Data Pratama,Konstruksi,Menengah,2015,Palembang,41,2021-05-10,Aktif,Pelanggan Tetap
